#######################################################
#
# Main Belt Asteroids
#
# Col 1 - Asteroid Name (str)
# Col 2 - Absolute Magnitude [H] (float)
# Col 3 - Geometric Albedo [A] (float)
#
#######################################################
"729_Watsonia(1912_OD)",9.31,0.1381
"731_Sorga(1912_OQ)",9.62,0.1436
"732_Tjilaki(1912_OR)",10.4,0.0655
"734_Benda(1912_PH)",9.8,0.0464
"735_Marghanna(1912_PY)",9.55,0.0484
"736_Harvard(1912_PZ)",11.64,0.1406
"737_Arequipa(1912_QB)",8.81,0.2723
"738_Alagasta(1913_QO)",10.13,0.0398
"739_Mandeville(1913_QR)",8.50,0.0608
"740_Cantabia(1913_QS)",9.1,0.0552
"741_Botolphia(1913_QT)",10.0,0.1391
"742_Edisona(1913_QU)",9.55,0.1286
"743_Eugenisis(1913_QV)",10.2,0.0625
"744_Aguntina(1913_QW)",10.21,0.0423
"746_Marlu(1913_QY)",10.00,0.0363
"747_Winchester(1913_QZ)",7.69,0.0503
"750_Oskar(1913_RG)",12.13,0.0587
"751_Faina(1913_RK)",8.66,0.0497
"752_Sulamitis(1913_RL)",10.2,0.0409
"753_Tiflis(1913_RM)",10.21,0.2616
"754_Malabar(1906_UT)",9.19,0.0485
"755_Quintilla(1908_CZ)",9.81,0.1621
